"The room was nice but there was some serious construction going on at the main entrance and also at the elevators, which made it difficult to get an elevator that went down to the first floor. The hotel seemed rather boring, there was really no way to tell where anything was, not great signage or advertising once you step in. The bathroom is really nice and big, and the shades they had in the room was really good at keeping the heat out when the sun was beating on that side of the building. The bed was comfortable, and the room is clean. We had room service to days in a row. Very average breakfast yet extremely expensive. Parking at the hotel is $31 per day, and if you don't like that you can go park somewhere else in the neighborhood for roughly the same price.",hotel
The hotel was nice but the services seem lacking. No breakfast is available unless you do room service. As we were there for a festival with tickets to various shows it was not possible to grab a sandwich or salad for lunch before a performance or schedule a family breakfast for 11 people on site. we had to leave the hotel and plan time to go elsewhere for simple things. The cost per night seemed high when there is no self parking and a $31 charge to valet per night.,hotel
"Nice hotel but for $400 a night I could have stayed somewhere more nicer. This would be a great place to stay on business but not for pleasure. The front desk also over charged my credit card bye over $1,0000 dollars and it effect my bank balance and we were unable to use our debit card for 2 days. This is completly unexceptable",hotel
I wish whole-heartedly I had been informed that I was staying during a convention. There were oddballs dressed up in every corner of the hotel. I had to walk down 23 flights of stairs because the elevators were so packed. It made for a terrible stay and it was honestly difficult to judge anything past that.,hotel
"When we walked into our room, it smelled like urine that someone had tried to cover up with room spray. I finally found the problem, in the corner, by the TV the carpet was coming up and brown as if someone had actually peed in the corner. Then the blackout curtains were two different lengths, one went to the ground and the other was short and let sunlight in. Unfortunately, I wasn't able to change rooms as the hotel was booked. I was really disappointed in the room and the quality of my stay. The smell made it hard to stay in the room for long periods of time and the curtain issue made it hard to sleep past sunrise. The location, however, was great, but next time I'm in San Jose, I would stay at the Hilton which is right beside the convention center and light rail as well.",hotel
"Comfortable hotel in the heart of the city It was my first time to go to San Jose with my family.We have chosen Marriot Hotel because of its's good reputations. We were not mistaken. The staff was courteous, competent & helpful. The room was impressive because of its's cleanliness, and it was also spacious, with a nice view of the surrounding buildings. We were able to get an extra bed to accommodate 4 people in the room.We had a wonderful stay in this hotel & I will recommend it to my friends.
",hotel
"Loved the hotel, but disappointed by the lack of services- dinner only room service and no poolside service.",hotel
The hotel was very conveniently located to the campus of San Jose State University and good dining areas. The down side was parking that was in the convention center and very uncomfortable pillows.,hotel
My co worker and I arrived at 11:00pm on a Sunday night. We went to a hair show at the convention center on Monday. We called and asked for a bottle of wine and were told that we were unable to get one. The bar wasn't closing until 12am. I think they could of been more accommodating. Other than that the room was clean and comfortable.,hotel
"SJ Marriott does many things well. Many long-time staff who are trained to provide excellent customer service are on hand. Common areas and room were clean and well-kept. Room size a bit on the small size, especially for the rather high price of the room. A complimentary bottle or two of water would have been much appreciated at this price point. Area is groovy and urban, lots of restaurants and convention center is connected via sky-walk.",hotel
The hotel was connected to the convention center which held wrestlemania convention. If it weren't for the convention we would not have known about wrestlemania and would not had attended. We had an excellent time!!! Excellent location!!,hotel
"Beautiful hotel with wonderful front desk and valet staff. The only down fall was housekeeping as they would always forget to replenish our towels. They would take the dirty ones and not give us any clean towels. Then when we would ask for towels they would give us one towel and two bath mats. So we'd have to call again. When they would drop it off they acted like they were doing us a favor. It would've been a favor if we were asking for extra towels, not the ones we should have had in the first place. This was the only reason I couldn't give them the excellent rating for room cleanliness and comfort.",hotel
"I chose this hotel due to the closeness to the San Jose Center for Performing Arts. There were other hotels also close to the venue. The room was typical hotel room with flat screen tv, mini frig, tea and coffee maker.Clean room, quiet. Once of pluses to this hotel is the restaurant ,Arcadia. A Michael Minna restaurant, Steakhouse. Great service,delicious food. I intend to try the restaurant for breakfast. There is only valet parking for $39, or you can use the public parking lot down the street. There is a gift shop/ mini mart/ coffee shop near the front desk. There is a charge for wi fi, but if you are a Marriott rewards member, it's free,",hotel
"Unexpectedly awesome, will stay here again. Great room, great staff and hi tech features of the hotel. Easy location close to the airport and right in the middle of town.",hotel
"Excellent location next to convention center. Had no difficulties -- no long elevator waits. Some of the exercise machines needed servicing, which was the only complaint I had. Hotel restaurant was very good.
",hotel
"Better than Episode VII, but that isn't saying much. Poorly written and directed, it doesn't really fit in the storyline with the original movies and actually ends up hurting them. This is what happens when you promise fans a new Star Wars movie every year. They don't have time (or take the time) to make a decent film. The only positives in this movie are a few funny lines and getting to watch a few Donnie Yen fighting scenes.",movie
"So incredibly boring and pointless. I laughed out loud when I saw CGI general tarkin, are they kidding me? Just unbelievable how they continue to basically rip off the originals and dangle shiny objects in front of us like we're cats, instead of making a serious and original Star Wars film. Rogue One is not a fun movie, I didn't really like Force Awakens but at least that one was more fun than this. This is just boring and totally and completely a waste of time.",movie
"When i was growing up in the late 70s star wars was my life. Everything I did was star wars, whether it was playing outside and pretending to be someone from star wars ~ the way kids in the 50s used to play cops and robbers or perhaps cowboys and Indians. If I was not outside playing star wars, then I was inside setting up star wars characters on one side of the room ~while my brother set up characters on the other side of the room- and we played this game with rubber bands and 3 pronged rules to shoot the rubber bands at them: last one with a star wars character standing wins.

Then in the 80s collecting all the cards and the cool toys. It was a boys dream come true. Well not anymore, star wars is all about some politically correct crap that I cant get behind nor care about. What took Luke years to master, took a woman hours, I guess their just better @ everything. And this movie, rouge one, was like watching a WW2 movie with star wars characters and star wars logos in it. Was like watching saving ryans privates meshed with star wars some how. Its just a fast pace non-thining pop corn movie.

Oh well, so much for good story telling. I miss you George Lucas, yes -Jar Jar binks was horrible and the ewoks too, but it was tolerable. Now its all about these new Disney movies with their non stop action (no time for a plot, tyvm) for the Ritalin raised kids now adults with attention deficit disorders. Meh, my time has passed, its yours now. Have fun with it, I know I did.",movie
"Easily the weakest film of the Star Wars series. Little character development, as DIsney knew beforehand the fates of everyone would ultimately be death, so they didn't flesh out the characters.
The only remotely redeeming factor of the movie is the end, that's it. Darth Vader's sequence is the only reason I won't petition Amazon for a 0-star review for this movie.",movie
"Not a good serial entry, like The Force Awakens. Travel is too fast. Only one interesting scene of the Death Star 1 battlestation's superlaser being lowered in to its crater. A female protagonist, much like Rey from TFA. Recreation in CGI of the long deceased actor Peter Cushing. Too much action and too juvenile of a plot. Disney acquisition. Uninteresting and unnecessary soundtrack.",movie
"So so, had too high expectations i guess. Darth Vador is the only reason to watch and last 5 min. Getting tired of the empowered female lead hollywood is doing to every movie. Just make a good movie instead of trying appease everyone. Soon they'll all be androgynous, transgender lead characters.",movie
"Hey, look, Lucasfilm has stepped up the special effects dept again...

Other than that, worst. ending. ever. I mean, seriously, total letdown. Not going to spoil it here - any internet search will turn up plenty.

Good acting from many, including a few no longer with us, but atrocious plot.

Worth a watch if you're a fan; doubt you'll need to see it twice. If you e seen the other movies, you pretty much know the core events.",movie
"As someone who watched the original Star Wars in the theatre probably 7 times, I never thought I'd say it, but didn't like this movie at all. The last movie with BB8 and the wonderful actors kept us entertained. This totally bored us. My daughter mentioned she shut it off and I just ignored her comment. Guess what we shut off mid way? Sure wasn't a normal Star Wars, it was so dry and long and dark. Did love the Robot with the attitude and the blind man. Wish more of those characters were in the movie.",movie
"Rogue One is completely unoriginal. This could have been a prequel that introduces an entirely new view of the Star Wars universe. This could have been mind-blowing science fiction. Instead, the film borrows heavily from previous franchise productions and also employs cliches from other classic movies- and TV shows. This is another plot about a daughter avenging her parent's death to right a wrong. We have the character of K-2SO that is basically 3CPO in a tall, lanky, cylon-like body. We have Master Po from Kung Fu incarnated into the character of Chirrut Imwe, the blind, Jedi master. The casting of Forest Whitaker and Jimmy Smits seemed jarring and almost silly. They are so recognizable that the performances seemed more like cameos. The mantra, ""I am one with the force and the force is with me,"" chanted during Chirrut Imwe's brave run to ""flip the lever"" and save the day, had me responding with ""Never give up, never surrender."" -And by the way, I'm confident that the real Master Po would have flipped that lever without ever going near it. There is a shot where our heroes are sneaking into the Imperial facility that looks eerily similar to the witch's castle in the Wizard of Oz complete with flying monkeys in the form of Imperial fighters. The penultimate cliche is when Jyn must transmit the Death Star plans by climbing an impossibly high, functionally ill-designed tower, replete with the 'bunch of choppy, crushy things"" Galaxy Quest's Gwen DeMarco despised so much. (SPOILER ALERT) Finally, the film concludes with all of the hero characters donning their ""red shirts"" to needlessly sacrifice themselves for ""hope."" What a disappointment.",movie
"To each his own, I was 3 when A NEW HOPE premiered, LOVE episodes 4, 5, AND 6.........CAN NOT COMPARE!!! tried VERY hard to tie in the others, plot....eehhhh... you can NEVER replace Carrie Fisher or the ORIGINAL Van Helsing, Peter Cushings.....the cadence of Vader was off, I LOVE James Earl Jones, I won't hate on him but, ""Disney"" CAN'T get this wright!!!!!",movie
"Even though its presented in 21:9, it is not native 21:9 (2560x1080) but is 1920x1080 with black bars making up much of that vertical 1080 resolution, black bars top and bottom, as well as left and right, unless you use the zoom feature on your 21:9 or wider TV or monitor... Many movies are native 21:9 format on Amazon, and it should be stated before you buy, whether it is or not.",movie
Typical corny virtual cartoon with loud chase and war scenes. Banality prominently displayed here in all the destruction and space war scenes. Not one of the best of the Star Wars series. I became bored with wasted time on the war scenes. I could leave the room and come back and not miss anything other than some computer generated graphic scenes for the sake of drama and loud music and sound effects. Choppy brief dialogue and over dramatize one liners.,movie
"The movie has its flaws and to be honest, if you're looking to purchase this you already saw this in the theater and have no need for a movie review. As far as bonus content goes it's the usual behind the scenes featurettes. Some of it is interesting and some of it is just the actors giving 'interview' answers for the puff pieces. There are no deleted or alternate scenes included like the bonus content included with the Force Awakens. I was very interested in seeing the alternate and deleted scenes that we all got a taste of in the trailers for this movie. Sadly they were not included in the digital HD version.",movie
"If I was going to write a movie between the 3rd and the 4th movie it would have, at some level, shown Vader killing off more Jedi and showing his power and the reason he is so feared in the 4th movie. When did Jedi start chanting? They are not wizards or witches so why are they chanting? I really thought the android and human interaction could have used more banter and some comic relief in this movie. For these reasons I rate this movie only 3 stars. Disney has yet to produce a star wars that episode that is impressive in cartoon or movie. It just isn't too great.",movie
"A reasonably entertaining movie, worth a view, but not the kind that I'll revisit repeatedly out of nostalgia for the franchise. Others will get into in-depth break downs of where this Star Wars themed war-movie went well and went wrong, but suffice to say, the cheese-factor inherent to the franchise here is largely masked by the grittier feel of thing.

While the blind warrior monk character was intriguing, as well as his touching friendship with the ""big-gun"" character, he felt abrasively shoe-horned in. The movements, choreography of his fights was too on the nose for a Chinese based action movie and honestly a bit of a distraction from the Star Wars theme. It was just a bit too ""earth 2016"" and distracted from the whole ""Galaxy far, far away."" The character himself was fantastic though, so worth the oversight imo.",movie
My husband is the star wars nerd of the family so by default I am forced to watch all of the newer movies as they come out. That being said I really enjoyed rogue one. I know some of the die hard fans complained about it being a different feel than the typical star wars movies - but I didnt see that and I could see very easily how this one tied in with the original plot line. We bought the disc set that came with the digital version since we mostly just watch things with our ROKU player and we were able to redeem this using amazon.,movie
"The special effects was good. i grew up with the first star wars movies. I thought those actors Carrie Fisher and Harrison Ford etc... had a lot more chemistry with each other maybe they were better at acting than these new actors. You really loved the characters in those movies, not so much with this movie. Maybe it was better writing too.",movie
I liked the movie in the theater and listened to the audio book (which felt so drawn out) now the movie seems really rushed like they are rushing thru the scenes.,movie
"I love Star Wars and I love Rogue One. Why didn't you give it five stars, you ask? The CGI for Wilhuff Tarkin is just so bad it breaks you from your period of disbelief. I appreciate they took the effort to tie the original to this se-pre-quel, but it misses the mark every single time. Was that all? No. (Spoiler alert) the CGI for Princess Leia also is missing that human touch.

And all those cool shots in the trailers? Nowhere to be found in the actual movie. Jyn saying ""you're rebels. I rebel"" is missing. A Tie fighter appearing into frame with Jyn doing something awesome? Gone!

That being said, the story telling is fantastic. K-2SO steals every scene. The music is okay but it doesn't envelope you the way the original themes do. And of course there's the best scene, in my opinion, of the whole franchise!!! If you haven't seen it yet, just know Darth Vader is killer!!",movie
"I'm not a huge Star Wars fan, but this was an interesting take on the mythos. It was nice to get back to the original look and feel of the movies (none of the ""Why does everything years before A New Hope look so much sleeker and cooler than the stuff that is supposedly 20-odd years later?""). And they deal well with the question of ""Why didn't any of these characters show up in A New Hope? (Basically, the only way they could. Genevieve O'Reilly plays a great Mon Mothma, originally played by Caroline Blackiston in ROTJ) And I like the fact that Disney seems to really have committed to solid female leads for the series, first in Force Awakens, and now in Rogue One. Now all we need is a story line that isn't a variant on ""A plucky band of misfits defeats enormous numerical odds against a galaxy-wide empire to blow up a really big thing.""",movie
"Rogue One, what do I say really?

This is a very different kind of movie than any other Star Wars movie has been to date. I grew up on the original trilogy, A New Hope came out right before I was born, so the movies literally resonated throughout my entire developmental cycle. Being a teen when the second trilogy started, or ""the prequels"" as they're more colloquially known, ""the trilogy that shall not be named"" by many more still, I was in my early twenties when the last of them released (Revenge of the Sith)... They were all terrible movies, frankly they were so bad I had kind of given up on the Star Wars IP ever really doing much for me again. And if you're one of those people that loves the prequel trilogy so much that my opinion offends you personally, move along, don't write a bunch of derisive, nasty stuff in the comments; you're the reason the internet is such a nasty place.

More adult offerings came about in the ""Knights of the Old Republic"" games, those ended poorly too when BIOWARE took their franchise into MMO territory... Then ""The Force Awakens"" came out, and I was trepidacious to say the least. However, I was pleasantly surprised with TFA, it contained a far more appealing (in terms of ""realism"") look at the empire and some serious room to develop into an appropriate successor to the original films. My primary complaint was that I was put off with Kylo Ren being such an unappealing and weak personality; though, in the end I could accept that from a psychological perspective they'd channeled the behavioral DNA of school shooter into the character, he's an emotionally unstable young man born to loving parents who were of impressive stature and tumultuous roots. He has lots of room to become something very dangerous and possibly rival Darth Maul, never Vader I would think though...

I digress.

After TFA I was genuinely intrigued at the prospects that Disney was opening the doors to with the direction they were allowing the Star Wars IP to drift.

Enter ""Rogue One"". I was not prepared. We went to see this opening night and I expected a silly, touching kind of sci-fi foray much like TFA; where in the end it was money well spent with some interesting ""over dinner"" conversation to have afterwards... I was wrong, I think everyone that went into this with that expectation had the same realization at some point. I was very genuinely moved several times during this movie, the way it's shot, it that plays out more like a WWII epic than a science fiction thriller, much less mindless action romp. I was amazed at the lack of Jedi, I actually clapped like a giddy kid at some of the cameos from A New Hope, and while it ebbs a little in the middle acts, as the conclusion nears, you're treated to one of the best space battles ever committed to film, and an ending that can't do anything but make you feel for everyone.

This isn't a simple feel good sci-fi movie, it's not a standard Star Wars offering, it's a very deep film that keeps the light heart of the franchise intact here and there, but underneath it is the most cohesive story telling and gripping material the SW universe has seen to date.

I can't recommend it enough for fans and newcomers alike. Amazing film, keep it up guys!

On a side note, for the people that were bothered by the Leia cameo at the end, relax, facial mapping they like they pulled off in this film is still largely new and labor intensive tech. I thought it was great that they included her.",movie
"I can't really find any flaws with this movie, and as an avid Star Wars fan I initially watched Rogue One with a critical eye. The director really knows Star Wars and the care he took in making this movie as he did shows that he truly loves the saga. It does its part to bring the film franchise back to its roots and has a character with the most 70s Star Wars name: Cassian Andor! I watched this in the theater with my mouth agape for most of it and could watch it over and over without ever getting tired of it.",movie
"I loved this Star Wars movie more than any other, with the exception of the first one released in 1977, Episode IV: A New Hope. It is exciting, thought provoking and so fun to watch all the puzzle pieces of the merging storylines come together. Masterfully created in my opinion and really takes me back to my childhood days. We saw it the day after Carrie Fisher passed and it was quite a tribute that led to a few tears in the last moments of the film.",movie
"Many Bothans died to bring you this review. The movie it self was done cinematic-ally well, the story line was well written and graphically it brought distant worlds right into your home.But this movie along with other Star Wars movies hold a deep place near to my heart. I can remember watching ""A New Hope"" eps IV with my father and mother at the drive in (yes I just aged myself LOL). So when this movie came out it brought back all those old feelings so for that alone I must give this 5 stars. But like I said it was also done as a proper Star Wars movie should be done.",movie
"I don't need to describe Star Wars obsession to any fan. I've had it since 1977. And after being so terribly disappointed in the three prequels, and really not loving The Force Awakens at all, I'm over the moon after watching Rogue One. Finally we got a Star Wars movie that is not geared towards children, or just resting on the laurels of the original trilogy. The stiff-looking Tarkin and Leia CGI aside, this movie thrilled me like Star Wars did as a kid - the action, the sly humor, the excitement, the hope, the tears. The universe in the movie feels enormous, and at the same time the visual and location details of all the worlds are so fine and well done that they feel real and tangible. I loved the movie, and I love the feeling I have after the movie. I look forward to many years of obsession with Rogue One.",movie
"Dont buy this item... Received today and I dont understand if I have purchased an iPhone or an Android. It brings Android software and it looks very very cheap!
Will add photos for you to all can see it. Just looking them its enough to understand its not an iPhone 7.
It works very slow, the language is randomly changing between apps, it doesnt even have a good battery!
The serial number in the phone its not the same that the the one on the box.
Its not fair, I will find a way to return it because I dont live at USA.
ABSOLUTELY NOT RECCOMENDED, DO NOT BUY THIS ITEM.",product
"BUYER BEWARE. I purchased this phone a few days ago, today it was delivered, the problem is that I opened the box and there was NO PHONE INSIDE. Only the charger and the headphones.",product
"I have owned strictly androids, until I was forced into an iPhone for work. I have had a 5, 6s plus, and now, the 7. When I got so mad at the poor functionality of the 6, and after smashing and breaking it, i got the 7, thinking it was a superior phone. Well, compared even to the 6, and the horrible LG line up that they've had their entire time as a smart phone manufacturer, the 7 is literally a pile of garbage.

Here is what is right with it:
- The camera. It works. The 6 was better.

That's it. Here's what's wrong with it:
- Freezes randomly in the middle of a task
- Randomly closes me out of apps
- Not smooth, fluid functionality
- Voice to text is laughably worse than Android. Before the latest iOS update, that was one of the only things I preferred about the iPhone over an Android. Now, apple has nothing.
- Maps is a joke
- The home button is also a joke. In order to do a reset, you have to hold the power and volume down key, which in turn turns your volume down. Because that couldn't be programmed to operate differently.
- Who needs a headphone jack? Not the 7, apparently. Now you have to buy a separate $25 piece to listen to music.
- Overall cheap feel.
- Autocorrect. What? You typed ""of""? You obviously meant ""if"".

I could go on and on about how terrible this phone is. But, I think you get it. I have put in a request at work to get back into a 6, because of how terrible this phone is. Out of the nearly two dozen phones I've owned over my lifetime, this stands at my number one spot for worst phone available to major providers over the last 15 years. I have also been to the three major providers (Tmobile, att, and Verizon), and have had a huge array of different kinds of phones. I say with confidence, that this is the worst phone I have ever had the stress, and displeasure of using.

Buy at your own risk. These phones are terrible.",product
"The operating system is still not finished and it takes more than 10 minutes to establish a wi-fi connection. Whether at home or at the office or a public hot spot I find myself waiting for up to 15 minutes to get a WiFi data connection. Apple tech support people are clueless about networking devices and have recommended deleting all network connections which did not help or doing a full reset of the phone which wasted 2 days to download everything all over again and still did not help.

Updates are more than 1GB for the operating system and over 2GB for iTunes which is needed to do any sort of backup from the iPhone to a computer and Apple's trying to force everything through iTunes is as dumb a design as Microsoft's reliance on the registry.

Strongly recommend buying an Android OS based smartphone like the Pixel from Google. The Apple smartphone operating system leaves a lot to be desired if you want to connect to the internet or a local LAN and not rely 100% on cellular data with its high cost and slow speeds.",product
"Something wrong here.....Do your homework before you order from this seller...... there is something strange going on here. The phone arrived and would not accept the SIM card...the phone was already set up (weird....never seen this before) and would not accept the SIM card. Calls to AT&T revealed that the IMEI numbers don't match on the box and the phone.....these number must match.......AT&T tells me that the numbers I'm giving them are for an iPhone 6s Plus......not the iPhone7 that I have in my hand.....you think that's weird right? Me too.... the home button doesn't work and the whole thing is really strange.... something fishy going on here?!

The IMEI number MUST match the one on the phone.....MUST...... if u buy one of these from this seller.....your not doing ur homework. I sent mine back and drove straight to the nearest Apple Store
",product
"I’ve had my IPhone 7 for close to a month now, and feel like I know it well enough to write a knowledgeable review of it. My previous phone was a BlackBerry Z30.
First I have to say is that I’ve been working at a factory on a 20 plus acre complex that employs about 700 people in Worcester MA for 6 years now. It is common knowledge among us, that the only carrier with a constantly reliable signal at this plant is AT&T.
That having been said, my Z30 could go on Verizon’s network with a signal anywhere from no signal to 2 bars of 4 G, with the average being about 1 bar of 3G, and no signal being more common than a 4 G signal.
The IPhone 7 is much worse. The range is between no signal to 1 bar of 3 G, the average being about 1 bar of 1X, and no signal being the most common of all. I could just shut it off, it’s that bad. I really didn’t know I had it so good with the Z30.
So, if you plan on using this phone in a weak signal area, I would recommend you get different phone, because this phone’s antenna is also weak!
Next is, I miss the BlackBerry Hub, all communications in one place. Phone, e-mail and messaging, all together in chronological order, or separate also in order.
I’ve installed Yahoo mail and get widgets of my e-mail on my home screen. Usually just one line of each new e-mails, but doesn’t get fully down-load it into e-mail app. So, if I’m at work and get an e-mail I want to read in its entirety, I have to wait for my hopefully 1 bar of 1X to do it. The Apple’s e-mail app was just as bad, it just doesn’t do the widgets. Not HAPPY! My old BlackBerry put everything into the hub without me asking for it to do it! When there was no signal, it would constantly look for one, and when it found one, it would do whatever was needed to be done. No input from me needed. It also had the battery power to do it all day. Happy with the IPhone battery so far.
I also don’t like that everything the IPhone does is cloud based, I get next to no signal 45 plus hours a week, the cloud is useless!
If I sound like I miss my old BlackBerry. I do, but I’m still trying my best to adjust to this IPhone. The jury is still out.",product
"I'm still offended by Apple playing the SLR card.

Even the iphone 6 at its 8MP actually looks better than the iphone 7 at 12MP for macros, and other outdoor shots.

The stabilization added in the 7 will help but in any form of action shot, it would be blurry and under low light indoors, all iphones are quite poor.

I doubt we'll see a xenon flash on the iphone 8, perhaps the 9? This of course leaves the Lumia 1020 pureview 41mp a superior shot and actually the stabilization is better there too. Alas, there is not always an app for that, with windows mobile.

If you have an older iphone, wait it out. Grab a pentax q-s1 for cheap and fun shots (along with a wifi SD card).",product
"The iPhone 7, a giant leap in cellphone technology? Not quite.
This phone IS advanced but fragile. AppleCare and insurance is a necessity.
Removing the headphone jack seems to have caused some major problems. It is a fragile little flower of a cell phone. Yes it might be waterproof, but that doesn't help if it does not work.
I have been loyal apple user for years and yet within 30 days I am awaiting my second replacement iPhone 7 - on the first phone the charging port (and headphone port now) failed and actually pushed the cable out (ghost in the machine?). That was in the first week - it was replaced and the Second phone lasted 14 days before the same port failed completely. No headphones. No charging. No backing up!! Big bummer!!
It's not Steve Job's apple anymore but I can't see another device that appeals!!!",product
"The new iPhone 7 by apple is the best of the apple phones by far. Apple has added a few features to the phone such as the vibrating home button, a better camera with 14 mega pixels for the back and 7 mega pixels for the front. With not much change in the phone design but a few, apple stepped up with the software up date adding new texting feature and just giving the phone a new look software wise. But honestly when it comes down to it, the 7 is similar to the 6 in multiple ways and this makes me wish that apple would of done a better job at redesigning the new iPhone. I would recommend apple to anyone due to the dependability of their phones but keep in mind that with new releases of this phone might bring some disappointment.",product
"I just replaced my delicate ultra thin iPhone 7 after it fell from the dashboard onto the floor of my car. A mounting bracket that held it in place failed. The phone died. It had been protected with a thin plastic case. The iPhone 7 I use is supplied by my office, so I don't have a lot choice.

Our IT Department replaced the dead phone and provided a behemoth of a plastic a case to protect it. The new heavy case barely fits in my pocket

If this delicate flower of an iPhone 7 requires a massive plastic out case to survive ordinary use, perhaps Apple should reconsider it basic design.",product
"It's okay. I have been accustomed to using the 6S plus which has larger fonts and easy to type on. So for that reason I did not find it to good for me, but is is handy and small to travel with unlike the bigger one 6S plus.",product
"The long wait is over and the iPhone 7 is here any ready to be played with. The phone is very similar to the 6s model in the outside appearance. The phone itself is water resistant, but we noticed that it can be used completely under water without a case. The phone is very durable and can be dropped. After dropping it a few times, the screen is still together, not cracked or shattered. The battery life on the new 7 is very impressive, we can go an entire day without recharging.
Even thou on specs it shows that the 7 has much better hardware, I've noticed that it lags often and at times has no response what so ever for a few seconds.
The phone does not come with a head phone jack, sure most people have Bluetooth but when I'm sitting at an appointment waiting for the doctor, I usually don't have wireless headphone with me so can't watch YouTube or play games. The display looks exactly like the 6s, I cannot tell the difference with my eyes.
Overall I was expecting more from a $900 phone. I can give it only 3 stars as there are just not many new features and there are plenty of phones with much better specs at a fraction of the price.
If you found this review helpful please like it at the bottom.",product
